audio_path,text,duration,speaker_id,split,source_metadata
/home/mahmud/datasets/usc/ISSAI_USC/train/1311531305_1_14838_1.wav,pulning ko‘zi yo‘q baxshining yuzi,2.6065,1311531305,train,sidecar
/home/mahmud/datasets/usc/ISSAI_USC/train/1636793893_1_17648_3.wav,chopqir ot o‘tkir pichoq,2.64,1636793893,train,sidecar
/home/mahmud/datasets/usc/ISSAI_USC/train/937544804_1_15470_4.wav,buyuigan olar yugurgan qolar,2.7865,937544804,train,sidecar
/home/mahmud/datasets/usc/ISSAI_USC/train/780837333_1_3662_2.wav,qop ko‘targan odamlar kelardi,2.7865,780837333,train,sidecar
/home/mahmud/datasets/usc/ISSAI_USC/train/715057199_1_1003_1.wav,pochta qutisi qayerda,2.7865,715057199,train,sidecar
/home/mahmud/datasets/usc/ISSAI_USC/train/1214766770_2_12765_3.wav,savdogarning yomon moli yo‘q,2.8465,1214766770,train,sidecar
/home/mahmud/datasets/usc/ISSAI_USC/train/700549896_2_1077_1.wav,bir soatdan so‘ng siznikida bo‘lamiz,2.9065,700549896,train,sidecar
/home/mahmud/datasets/usc/ISSAI_USC/train/1348644578_1_15506_3.wav,olib qochguncha sochib ket,2.9065,1348644578,train,sidecar
/home/mahmud/datasets/usc/ISSAI_USC/train/1259183613_1_752_1.wav,kalitni xonada qoldiribman,2.9065,1259183613,train,sidecar
/home/mahmud/datasets/usc/ISSAI_USC/train/1169903700_1_364_6.wav,o‘rtog‘im bilan birga kelsak bo‘ladimi,2.9825,1169903700,train,sidecar
/home/mahmud/datasets/usc/ISSAI_USC/train/435040744_1_19663_1.wav,meni el ulus biladi,2.9865,435040744,train,sidecar
/home/mahmud/datasets/usc/ISSAI_USC/train/875000705_1_15428_1.wav,tug‘mas tovuq ko‘p qaqillar,3.0,875000705,train,sidecar
/home/mahmud/datasets/usc/ISSAI_USC/train/318638500_1_39853_2.wav,anvar buni sezyapti,3.0465,318638500,train,sidecar
/home/mahmud/datasets/usc/ISSAI_USC/train/1105989571_1_1926_1.wav,o‘sha lattadan kam joyim bormi,3.1065,1105989571,train,sidecar
/home/mahmud/datasets/usc/ISSAI_USC/train/398233892_1_16757_1.wav,egachim erga tegdi eskisi menga tegdi,3.1465,398233892,train,sidecar
/home/mahmud/datasets/usc/ISSAI_USC/train/655433224_1_728_1.wav,oyoq kiyimimni yamashga berishim kerak,3.1465,655433224,train,sidecar
/home/mahmud/datasets/usc/ISSAI_USC/train/886308039_1_863_1.wav,qishloq xo‘jaligi bilan shug‘ullanaman,3.1465,886308039,train,sidecar
/home/mahmud/datasets/usc/ISSAI_USC/train/993761463_1_14836_3.wav,pastak tog‘da qor bo‘lmas aroqxo‘rda or,3.2665,993761463,train,sidecar
/home/mahmud/datasets/usc/ISSAI_USC/train/484551065_1_26288_1.wav,bu haqda meduza xabar berdi,3.2745,484551065,train,sidecar
/home/mahmud/datasets/usc/ISSAI_USC/train/614514536_1_722_2.wav,men tushlikni restoranda qilaman,3.32,614514536,train,sidecar
/home/mahmud/datasets/usc/ISSAI_USC/train/992471671_1_14836_2.wav,pastak tog‘da qor bo‘lmas aroqxo‘rda or,3.3265,992471671,train,sidecar
/home/mahmud/datasets/usc/ISSAI_USC/train/199220573_1_15530_3.wav,oqajak qon tomirda turmas,3.3465,199220573,train,sidecar
/home/mahmud/datasets/usc/ISSAI_USC/train/822182508_1_15585_2.wav,qilgan eshikka boqar qilmagan teshikka,3.3865,822182508,train,sidecar
/home/mahmud/datasets/usc/ISSAI_USC/train/777211533_2_1652_1.wav,u necha yillardan beri o‘qituvchilik qilgan,3.3865,777211533,train,sidecar
/home/mahmud/datasets/usc/ISSAI_USC/train/1020065677_1_15432_3.wav,unumsiz ishga urinma ko‘pdan qolib surinma,3.5065,1020065677,train,sidecar
/home/mahmud/datasets/usc/ISSAI_USC/train/587783941_1_18799_2.wav,yuklarni tushirishgin dedi onasi,3.5665,587783941,train,sidecar
/home/mahmud/datasets/usc/ISSAI_USC/train/629534821_1_1870_1.wav,alimardon hamon undan ko‘z uzolmasdi,3.7465,629534821,train,sidecar
/home/mahmud/datasets/usc/ISSAI_USC/train/1059556056_1_15463_3.wav,bersa ol ursa qoch,3.7465,1059556056,train,sidecar
/home/mahmud/datasets/usc/ISSAI_USC/train/433595221_2_48338_1.wav,shunda anvar balandroq ovozda salom berdi,3.7465,433595221,train,sidecar
/home/mahmud/datasets/usc/ISSAI_USC/train/706186783_1_26186_1.wav,raqib himoyachilarini aldab o‘tdi lekin zarba,3.8665,706186783,train,sidecar
/home/mahmud/datasets/usc/ISSAI_USC/train/1148564321_1_14274_2.wav,mening nafsim balodur yonar o‘tga soladur,3.8665,1148564321,train,sidecar
/home/mahmud/datasets/usc/ISSAI_USC/train/895910006_1_334_5.wav,men taklifnomangizni oldim,3.8665,895910006,train,sidecar
/home/mahmud/datasets/usc/ISSAI_USC/train/1057315103_1_19164_1.wav,o‘limni bo‘ynimga olib vasiyat qildimmi yo‘q yo‘q,4.1065,1057315103,train,sidecar
/home/mahmud/datasets/usc/ISSAI_USC/train/910953714_2_42729_2.wav,asadbek falonchimi elchin pistonchimi deb so‘rashdi,4.14,910953714,train,sidecar
/home/mahmud/datasets/usc/ISSAI_USC/train/1156338991_1_15466_4.wav,bitta edi moyam ikkita bo‘ldi dastmoyam,4.1665,1156338991,train,sidecar
/home/mahmud/datasets/usc/ISSAI_USC/train/761938309_2_1900_1.wav,u o‘zini yo‘qotib qo‘ygandi,4.1905,761938309,train,sidecar
/home/mahmud/datasets/usc/ISSAI_USC/train/585348714_2_25547_1.wav,ta‘lim va sog‘liqni saqlash masalalari kotibiyati,4.2265,585348714,train,sidecar
/home/mahmud/datasets/usc/ISSAI_USC/train/684037919_1_16189_1.wav,otaning duosidan ustozning faxri yaxshi,4.2425,684037919,train,sidecar
/home/mahmud/datasets/usc/ISSAI_USC/train/627777935_2_19823_1.wav,nega chiqmasin ot arava o‘tolmaydigan qilamiz,4.2865,627777935,train,sidecar
/home/mahmud/datasets/usc/ISSAI_USC/train/1308171908_1_381_4.wav,yetib olishingiz bilanoq bizga albatta yozib yuboring,4.4065,1308171908,train,sidecar
/home/mahmud/datasets/usc/ISSAI_USC/train/1174462361_2_42021_1.wav,shunga qaramay elchin anvardagi o‘zgarishlarga parvo qilmadi,4.7065,1174462361,train,sidecar
/home/mahmud/datasets/usc/ISSAI_USC/train/1248556034_1_21994_3.wav,xalqingiz tarixini shikoyatlar kitobiga aylantirmang,4.7665,1248556034,train,sidecar
/home/mahmud/datasets/usc/ISSAI_USC/train/1331223811_1_730_1.wav,iltimos kiyim boshim kalta kamzul shimni dazmollashga bering,4.9465,1331223811,train,sidecar
/home/mahmud/datasets/usc/ISSAI_USC/train/668279160_1_26271_2.wav,oqibatda yirik shaharlar suv quygandek jim jit bo‘lib qoladi,5.04,668279160,train,sidecar
/home/mahmud/datasets/usc/ISSAI_USC/train/1369160910_1_25850_6.wav,begalov bahodir abdusalomovich davlat statistika qo‘mitasi raisi,5.3705,1369160910,train,sidecar
/home/mahmud/datasets/usc/ISSAI_USC/train/611207125_1_15419_2.wav,tegib tursa mo‘h mo‘h tegmay qolsa ho‘k ho‘k,5.6225,611207125,train,sidecar
/home/mahmud/datasets/usc/ISSAI_USC/train/1024048162_1_1590_2.wav,kecha to‘yda yaxshi tushdimi dedi qamariddin ishshayib,5.7265,1024048162,train,sidecar
/home/mahmud/datasets/usc/ISSAI_USC/train/1054808585_1_5695_1.wav,agar taqdir qo‘shgan bo‘lsa qarindosh bo‘larmiz degan umidda eshigingizni supurgani keldik,5.7865,1054808585,train,sidecar
/home/mahmud/datasets/usc/ISSAI_USC/train/1203397134_1_15927_1.wav,igna bilan bitadigan ishga juvoldiz tiqma,5.8465,1203397134,train,sidecar
/home/mahmud/datasets/usc/ISSAI_USC/train/1470150464_1_14318_2.wav,tovuq bergan g‘oz kutar tuxum bergan xo‘roz,5.9065,1470150464,train,sidecar
/home/mahmud/datasets/usc/ISSAI_USC/train/1695390223_1_27293_2.wav,loyiha asosan shu jamg‘arma tomonidan moliyalashtirildi,5.9185,1695390223,train,sidecar
/home/mahmud/datasets/usc/ISSAI_USC/train/165243833_1_42020_1.wav,niyat xolisligiga kampirni ishontirdi ammo anvarni laqillata olmadi,6.2065,165243833,train,sidecar
/home/mahmud/datasets/usc/ISSAI_USC/train/1267932860_1_18851_1.wav,uning saroy ahliga yaqin yurib ayg‘oqchilardan yurak oldirib qo‘yganini tohir ham sezdi,6.8225,1267932860,train,sidecar
/home/mahmud/datasets/usc/ISSAI_USC/train/1632773277_1_33376_2.wav,xitoydagi talabalarning bir guruhi o‘zbekistonga qaytarilib aeroportning o‘zida jiddiy tekshirilmoqda,7.0665,1632773277,train,sidecar
/home/mahmud/datasets/usc/ISSAI_USC/train/997315747_1_6585_2.wav,ko‘hlik juvon nordon narsa yeb qo‘ygandek burnini jiyirdi,8.04,997315747,train,sidecar
/home/mahmud/datasets/usc/ISSAI_USC/train/1046157991_1_43412_1.wav,oftob buluti kutilmagan tezlikda kutilmagan yovuzlik do‘lini yog‘dirib bu mahallaga ham yetib keldi,8.2665,1046157991,train,sidecar
/home/mahmud/datasets/usc/ISSAI_USC/train/1125552318_1_26187_1.wav,kichik ustunlik o‘zbekiston tomonidahojiakbar alijonov hozircha avstraliyalik tengqurlariga imkon berayotgani yo‘q,11.6065,1125552318,train,sidecar
/home/mahmud/datasets/usc/ISSAI_USC/train/690948722_1_17124_2.wav,qorovulning uyqusi o‘g‘rining chirog‘i,1.4065,690948722,train,sidecar
/home/mahmud/datasets/usc/ISSAI_USC/train/690948722_1_17125_2.wav,qurumsoqqa ishonsang qo‘ldagidan ajraysan,1.4065,690948722,train,sidecar
/home/mahmud/datasets/usc/ISSAI_USC/train/170922280_1_1924_1.wav,nima bo‘pti,1.7665,170922280,train,sidecar
/home/mahmud/datasets/usc/ISSAI_USC/train/1064615706_2_14769_2.wav,qirqishganlar qirqilar,1.7665,1064615706,train,sidecar
/home/mahmud/datasets/usc/ISSAI_USC/train/694044422_1_1005_2.wav,zudlik bilan,1.8865,694044422,train,sidecar
/home/mahmud/datasets/usc/ISSAI_USC/train/815828748_1_14830_2.wav,orsizga olti kun bayram,1.9465,815828748,train,sidecar
/home/mahmud/datasets/usc/ISSAI_USC/train/1153178540_1_4426_2.wav,ba‘zan esa aksincha,1.9465,1153178540,train,sidecar
/home/mahmud/datasets/usc/ISSAI_USC/train/612652165_1_796_1.wav,pulning onasi tiyin,2.0,612652165,train,sidecar
/home/mahmud/datasets/usc/ISSAI_USC/train/1064615706_2_14770_2.wav,qovun ichidan iriydi,2.0065,1064615706,train,sidecar
/home/mahmud/datasets/usc/ISSAI_USC/train/815828748_1_14835_2.wav,pardali qiz pariga tengsiz,2.0665,815828748,train,sidecar
/home/mahmud/datasets/usc/ISSAI_USC/train/731797449_1_6429_2.wav,nima xohlasangiz muhayyo,2.0665,731797449,train,sidecar
/home/mahmud/datasets/usc/ISSAI_USC/train/881840021_1_345_5.wav,parkka bormaymizmi,2.0665,881840021,train,sidecar
/home/mahmud/datasets/usc/ISSAI_USC/train/685392784_1_26225_3.wav,texnologik ta‘lim,2.0785,685392784,train,sidecar
/home/mahmud/datasets/usc/ISSAI_USC/train/646113348_1_3847_2.wav,bu o‘larmonni qarang dedi,2.1265,646113348,train,sidecar
/home/mahmud/datasets/usc/ISSAI_USC/train/612176099_1_975_2.wav,mening o‘g‘il va qizim bor,2.16,612176099,train,sidecar
/home/mahmud/datasets/usc/ISSAI_USC/train/941729759_1_947_1.wav,men oltmish yoshdaman,2.1865,941729759,train,sidecar
/home/mahmud/datasets/usc/ISSAI_USC/train/612176099_1_976_1.wav,ota onam bilan birga yashayman,2.3,612176099,train,sidecar
/home/mahmud/datasets/usc/ISSAI_USC/train/483366632_1_15843_2.wav,qizli uy qizilga to‘ymas,2.3065,483366632,train,sidecar
/home/mahmud/datasets/usc/ISSAI_USC/train/712742487_1_946_1.wav,men ellik yoshdaman,2.3065,712742487,train,sidecar
/home/mahmud/datasets/usc/ISSAI_USC/train/646113348_1_3850_2.wav,o‘zicha to‘ng‘illab qo‘ydi,2.3065,646113348,train,sidecar
/home/mahmud/datasets/usc/ISSAI_USC/train/1308857506_2_8695_1.wav,bor ovozi bilan baqiradi,2.3665,1308857506,train,sidecar
/home/mahmud/datasets/usc/ISSAI_USC/train/731797449_1_6433_2.wav,shuni obketuvdim,2.3665,731797449,train,sidecar
/home/mahmud/datasets/usc/ISSAI_USC/train/1112193394_1_366_2.wav,qanday ichimlik ichasiz,2.4265,1112193394,train,sidecar
/home/mahmud/datasets/usc/ISSAI_USC/train/1051394478_1_3375_1.wav,biz qirg‘oqdan olisda edik,2.4345,1051394478,train,sidecar
/home/mahmud/datasets/usc/ISSAI_USC/train/612652165_1_795_1.wav,olmoqning bermog‘i bor,2.46,612652165,train,sidecar
/home/mahmud/datasets/usc/ISSAI_USC/train/1474527414_1_797_2.wav,to‘kilsa manglay tering unumli bo‘lar yering,2.4865,1474527414,train,sidecar
/home/mahmud/datasets/usc/ISSAI_USC/train/1345055431_1_17603_2.wav,yo‘lni yo‘lchi yengar,2.4865,1345055431,train,sidecar
/home/mahmud/datasets/usc/ISSAI_USC/train/843790385_1_15814_3.wav,tilaganim tizdan tuban,2.52,843790385,train,sidecar
/home/mahmud/datasets/usc/ISSAI_USC/train/126827886_1_17128_2.wav,qo‘rimtani qo‘zg‘atma,2.5465,126827886,train,sidecar
/home/mahmud/datasets/usc/ISSAI_USC/train/342761037_1_392_3.wav,yubileyingiz qutlug‘ bo‘lsin,2.5465,342761037,train,sidecar
/home/mahmud/datasets/usc/ISSAI_USC/train/941729759_1_948_1.wav,yaqinda qirq birga kiraman,2.5465,941729759,train,sidecar
/home/mahmud/datasets/usc/ISSAI_USC/train/881840021_1_342_5.wav,biroz sayr qilsak rozimisiz,2.6065,881840021,train,sidecar
/home/mahmud/datasets/usc/ISSAI_USC/train/843790385_1_15818_2.wav,tirikchilik sherni ham tulki qilar,2.64,843790385,train,sidecar
/home/mahmud/datasets/usc/ISSAI_USC/train/712742487_1_945_1.wav,men qirq yoshdaman,2.6665,712742487,train,sidecar
/home/mahmud/datasets/usc/ISSAI_USC/train/849300214_1_16094_2.wav,qo‘y qarg‘ishi bo‘riga o‘tmas,2.6665,849300214,train,sidecar
/home/mahmud/datasets/usc/ISSAI_USC/train/461501565_1_1072_1.wav,hamyonimni o‘g‘irlashdi,2.6665,461501565,train,sidecar
/home/mahmud/datasets/usc/ISSAI_USC/train/493499564_1_22803_2.wav,shuning uchun hamisha boshqalardan gumonsiraysan,2.6665,493499564,train,sidecar
/home/mahmud/datasets/usc/ISSAI_USC/train/1474527414_1_1378_1.wav,agar militsiya bilib qolib uyga qidirib kelsa u qochadi,2.7865,1474527414,train,sidecar
/home/mahmud/datasets/usc/ISSAI_USC/train/285774376_1_7637_1.wav,tog‘am eson omon kelganida,2.7865,285774376,train,sidecar
/home/mahmud/datasets/usc/ISSAI_USC/train/683257966_1_3654_3.wav,ko‘zlarim tinib ketardi,2.7865,683257966,train,sidecar
/home/mahmud/datasets/usc/ISSAI_USC/train/1294312717_1_42061_1.wav,qamalgan bo‘lsayam yaxshi bola,2.9065,1294312717,train,sidecar
/home/mahmud/datasets/usc/ISSAI_USC/train/1112193394_1_365_1.wav,tartibsizlik uchun uzur,2.9065,1112193394,train,sidecar
/home/mahmud/datasets/usc/ISSAI_USC/train/55566880_1_336_6.wav,ertaroq kelishga harakat qildim ammo bo‘lmadi,2.96,55566880,train,sidecar
/home/mahmud/datasets/usc/ISSAI_USC/train/470021472_1_549_6.wav,qarang a,3.0065,470021472,train,sidecar
/home/mahmud/datasets/usc/ISSAI_USC/train/483366632_1_15841_3.wav,qarz olgan qochar qarz bergan quvar,3.0265,483366632,train,sidecar
/home/mahmud/datasets/usc/ISSAI_USC/train/849300214_1_16090_2.wav,qalamning uchi qihchning kuchi,3.0265,849300214,train,sidecar
/home/mahmud/datasets/usc/ISSAI_USC/train/342761037_1_410_4.wav,yigirma daqiqa kam o‘n bir,3.0265,342761037,train,sidecar
/home/mahmud/datasets/usc/ISSAI_USC/train/461501565_1_1073_1.wav,mol mulkimni o‘g‘irlashdi,3.0265,461501565,train,sidecar
/home/mahmud/datasets/usc/ISSAI_USC/train/679886117_1_17118_2.wav,qaytgan qo‘yga qashqir o‘ch,3.0265,679886117,train,sidecar
/home/mahmud/datasets/usc/ISSAI_USC/train/55566880_1_338_5.wav,sizni uzoq kuttirib qo‘ymadim degan umiddaman,3.06,55566880,train,sidecar
/home/mahmud/datasets/usc/ISSAI_USC/train/1354733492_1_33569_1.wav,bu haqda kommersant xabar bermoqda,3.0865,1354733492,train,sidecar
/home/mahmud/datasets/usc/ISSAI_USC/train/660433156_1_16183_1.wav,ortiqcha maqtov ishlashga g‘ov,3.0865,660433156,train,sidecar
/home/mahmud/datasets/usc/ISSAI_USC/train/297559617_1_635_2.wav,menga chek boyicha pul bering,3.0945,297559617,train,sidecar
/home/mahmud/datasets/usc/ISSAI_USC/train/796672087_1_16013_2.wav,iliging qurisa ham yo‘ldan qolma,3.1465,796672087,train,sidecar
/home/mahmud/datasets/usc/ISSAI_USC/train/375296198_1_16108_2.wav,bozorga kech bor erta qayt,3.1465,375296198,train,sidecar
/home/mahmud/datasets/usc/ISSAI_USC/train/591725233_1_15731_2.wav,orqadagi gap oxurdagi yem,3.2065,591725233,train,sidecar
/home/mahmud/datasets/usc/ISSAI_USC/train/1295731416_1_332_3.wav,marhamat buyoqqa keling,3.2065,1295731416,train,sidecar
/home/mahmud/datasets/usc/ISSAI_USC/train/796672087_1_16015_1.wav,inson qilolmaydigan ish yo‘q,3.2665,796672087,train,sidecar
/home/mahmud/datasets/usc/ISSAI_USC/train/416969613_1_16339_1.wav,tirik bandada tinim yo‘q,3.2665,416969613,train,sidecar
/home/mahmud/datasets/usc/ISSAI_USC/train/654099069_1_17126_2.wav,qo‘l bilan berib oyoq bilan yugurma,3.3265,654099069,train,sidecar
/home/mahmud/datasets/usc/ISSAI_USC/train/1153178540_1_4658_2.wav,ovul chetidagi keng dalaga boraman,3.3265,1153178540,train,sidecar
/home/mahmud/datasets/usc/ISSAI_USC/train/1101969954_1_15684_3.wav,aynigan bo‘lsa ham butun bo‘lsin,3.3865,1101969954,train,sidecar
/home/mahmud/datasets/usc/ISSAI_USC/train/1092443881_2_4900_2.wav,g‘aram orasiga yashirib qo‘ydim,3.3865,1092443881,train,sidecar
/home/mahmud/datasets/usc/ISSAI_USC/train/660433156_1_16184_1.wav,ota moli bolaga uyutqi,3.4465,660433156,train,sidecar
/home/mahmud/datasets/usc/ISSAI_USC/train/297559617_1_636_1.wav,marhamat shu kupyurani maydalab bering,3.4505,297559617,train,sidecar
/home/mahmud/datasets/usc/ISSAI_USC/train/470021472_1_544_3.wav,ehtimoldan uzoq,3.4865,470021472,train,sidecar
/home/mahmud/datasets/usc/ISSAI_USC/train/170922280_1_1925_1.wav,qizlar ham mard yigitlarni yaxshi ko‘radi,3.5265,170922280,train,sidecar
/home/mahmud/datasets/usc/ISSAI_USC/train/156386366_1_799_1.wav,achchiqni achchiq kesadi,3.5865,156386366,train,sidecar
/home/mahmud/datasets/usc/ISSAI_USC/train/694044422_1_1004_1.wav,telegramma yubormoqchiman,3.6265,694044422,train,sidecar
/home/mahmud/datasets/usc/ISSAI_USC/train/1036336702_1_794_1.wav,o‘z uying o‘lan to‘shaging,3.7025,1036336702,train,sidecar
/home/mahmud/datasets/usc/ISSAI_USC/train/375296198_1_16102_3.wav,befoyda o‘g‘irdan bo‘sh kunda yaxshi,3.7465,375296198,train,sidecar
/home/mahmud/datasets/usc/ISSAI_USC/train/1402789150_2_16858_2.wav,dushmaning kuya bo‘lsa ham tuya bil,3.7465,1402789150,train,sidecar
/home/mahmud/datasets/usc/ISSAI_USC/train/1101969954_1_15688_3.wav,bozordagi botmon quyruq taroziga tortgan quyruq,3.8065,1101969954,train,sidecar
/home/mahmud/datasets/usc/ISSAI_USC/train/1081177436_2_15459_5.wav,ariqni kimlar qazir suvini kimlar ichar,3.8065,1081177436,train,sidecar
/home/mahmud/datasets/usc/ISSAI_USC/train/193318150_1_15464_5.wav,bin semizini yeydi biri egizini yeydi,3.8665,193318150,train,sidecar
/home/mahmud/datasets/usc/ISSAI_USC/train/126827886_1_17127_3.wav,qo‘lni yuvsang kir ketar aytib yuborsang sir,4.1065,126827886,train,sidecar
/home/mahmud/datasets/usc/ISSAI_USC/train/789034140_1_4596_2.wav,ba‘zan menga yangam ikkovimiz ham bir xil edik,4.1665,789034140,train,sidecar
/home/mahmud/datasets/usc/ISSAI_USC/train/382730977_1_16071_2.wav,uyqu arslonni ham yiqitar,4.2,382730977,train,sidecar
/home/mahmud/datasets/usc/ISSAI_USC/train/137841588_1_1632_1.wav,muqaddam eshigi tagiga yetganidan keyin,4.2265,137841588,train,sidecar
/home/mahmud/datasets/usc/ISSAI_USC/train/493499564_1_22808_2.wav,qani quy qo‘rs bo‘lsang ham seni yaxshi ko‘raman ichingda kiring yo‘q,4.2265,493499564,train,sidecar
/home/mahmud/datasets/usc/ISSAI_USC/train/1036336702_1_793_1.wav,ikki kemaga oyoq qo‘ygan g‘arq bo‘lar,4.2425,1036336702,train,sidecar
/home/mahmud/datasets/usc/ISSAI_USC/train/1051394478_1_3374_1.wav,go‘yo ustimizga bosib kelayotgandek tuyulardi,4.2425,1051394478,train,sidecar
/home/mahmud/datasets/usc/ISSAI_USC/train/156386366_1_798_1.wav,aqlsiz bosh oyoqning sho‘ri,4.2465,156386366,train,sidecar
/home/mahmud/datasets/usc/ISSAI_USC/train/621597980_1_25116_2.wav,ularning shaxsi genotipik ekspertiza yordamida aniqlanadi,4.2865,621597980,train,sidecar
/home/mahmud/datasets/usc/ISSAI_USC/train/1356027070_1_4730_2.wav,lekin shu zahoti o‘z fikrimdan o‘zim cho‘chib ketdim,4.3025,1356027070,train,sidecar
/home/mahmud/datasets/usc/ISSAI_USC/train/1356027070_1_4735_2.wav,men ularni xuddi hozirgidek baxtiyor qilib chizaman,4.4145,1356027070,train,sidecar
/home/mahmud/datasets/usc/ISSAI_USC/train/591725233_1_15723_2.wav,nasiyaning o‘n so‘midan naqdning bir so‘mi yaxshi,4.4665,591725233,train,sidecar
/home/mahmud/datasets/usc/ISSAI_USC/train/1118514140_1_26216_2.wav,gazeta sayti ishga tushdi deb xabar bermoqda spot,4.4665,1118514140,train,sidecar
/home/mahmud/datasets/usc/ISSAI_USC/train/621597980_1_25117_2.wav,bu haqda daryo muxbiri umidjon mamarasulov xabar bermoqda,4.4665,621597980,train,sidecar
/home/mahmud/datasets/usc/ISSAI_USC/train/679886117_1_17121_2.wav,qizi bor qizi borga kulmasin o‘g‘li bor o‘g‘li borga,4.4665,679886117,train,sidecar
/home/mahmud/datasets/usc/ISSAI_USC/train/1118514140_1_26215_1.wav,o‘zbekistonda humo air yana faoliyatini boshladi,4.4665,1118514140,train,sidecar
/home/mahmud/datasets/usc/ISSAI_USC/train/1294312717_1_42062_1.wav,kampir shunday deb ko‘zi ochiq odamday o‘zi yurib ket,4.5865,1294312717,train,sidecar
/home/mahmud/datasets/usc/ISSAI_USC/train/683257966_1_3655_3.wav,qadam sayin trapning taxtalari egilib borardi,4.5865,683257966,train,sidecar
/home/mahmud/datasets/usc/ISSAI_USC/train/621965343_2_8501_1.wav,shu ishni qilmang desa ham ermon buva ko‘nmapti,4.8265,621965343,train,sidecar
/home/mahmud/datasets/usc/ISSAI_USC/train/1092443881_2_4901_2.wav,g‘alla sovuradigan kurak ustiga qo‘ydim,4.8265,1092443881,train,sidecar
/home/mahmud/datasets/usc/ISSAI_USC/train/685392784_1_26215_3.wav,o‘zbekistonda humo air yana faoliyatini boshladi,4.9025,685392784,train,sidecar
/home/mahmud/datasets/usc/ISSAI_USC/train/1402789150_2_16860_2.wav,dushmaning sichqoncha bo‘lsa ham kuching arsloncha bo‘lsin,4.9465,1402789150,train,sidecar
/home/mahmud/datasets/usc/ISSAI_USC/train/1295731416_1_326_3.wav,sizga xalaqit bermayapmanmi,5.1065,1295731416,train,sidecar
